codigo,nombre,nivel,padre,grupo,naturaleza,estado_financiero,epigrafe,tipo_analitico,bidireccional,is_contra,pymes,epigrafe_pymes,cashflow_bucket
2905,Deterioro de valor de derechos de traspaso,4,290,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible / 7. Otro inmovilizado intangible,,0,1,1,A) Activo no corriente / I. Inmovilizado intangible / 7. Otro inmovilizado intangible,INVERSION
2906,Deterioro de valor de aplicaciones informáticas,4,290,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible / 5. Aplicaciones informáticas,,0,1,1,A) Activo no corriente / I. Inmovilizado intangible / 5. Aplicaciones informáticas,INVERSION
291,Deterioro de valor del inmovilizado material,3,29,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material,,0,1,1,A) Activo no corriente / II. Inmovilizado material,INVERSION
2910,Deterioro de valor de terrenos y bienes naturales,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 1. Terrenos y construcciones,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 1. Terrenos y construcciones,INVERSION
2911,Deterioro de valor de construcciones,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 1. Terrenos y construcciones,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 1. Terrenos y construcciones,INVERSION
2912,Deterioro de valor de instalaciones técnicas,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
2913,Deterioro de valor de maquinaria,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
2914,Deterioro de valor de utillaje,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
2915,Deterioro de valor de otras instalaciones,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
2916,Deterioro de valor de mobiliario,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
2917,Deterioro de valor de equipos para procesos de información,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
2918,Deterioro de valor de elementos de transporte,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
2919,Deterioro de valor de otro inmovilizado material,4,291,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,1,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
292,Deterioro de valor de las inversiones inmobiliarias,3,29,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / III. Inversiones inmobiliarias,,0,1,1,A) Activo no corriente / III. Inversiones inmobiliarias,INVERSION
2920,Deterioro de valor de los terrenos y bienes naturales,4,292,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / III. Inversiones inmobiliarias / 1. Terrenos,,0,1,1,A) Activo no corriente / III. Inversiones inmobiliarias / 1. Terrenos,INVERSION
2921,Deterioro de valor de construcciones,4,292,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / III. Inversiones inmobiliarias / 2. Construcciones,,0,1,1,A) Activo no corriente / III. Inversiones inmobiliarias / 2. Construcciones,INVERSION
293,Deterioro de valor de participaciones a largo plazo en partes vinculadas,3,29,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,INVERSION
2933,Deterioro de valor de participaciones a largo plazo en empresas del grupo,4,293,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,INVERSION
2934,Deterioro de valor de participaciones a largo plazo en empresas asociadas,4,293,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,INVERSION
2935,Deterioro de valor de participaciones a largo plazo en otras partes vinculadas,4,293,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,INVERSION
294,Deterioro de valor de valores representativos de deuda a largo plazo de partes vinculadas,3,29,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,INVERSION
2943,Deterioro de valor de valores representativos de deuda a largo plazo de empresas del grupo,4,294,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,INVERSION
2944,Deterioro de valor de valores representativos de deuda a largo plazo de empresas asociadas,4,294,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,INVERSION
2945,Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas,4,294,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 3. Valores representativos de deuda,,0,1,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 3. Valores representativos de deuda,INVERSION
295,Deterioro de valor de créditos a largo plazo a partes vinculadas,3,29,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,INVERSION
2953,Deterioro de valor de créditos a largo plazo a empresas del grupo,4,295,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,INVERSION
2954,Deterioro de valor de créditos a largo plazo a empresas asociadas,4,295,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,INVERSION
2955,Deterioro de valor de créditos a largo plazo a otras partes vinculadas,4,295,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,,0,1,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,INVERSION
296,Deterioro de valor de participaciones en el patrimonio neto a largo plazo,3,29,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,INVERSION
297,Deterioro de valor de valores representativos de deuda a largo plazo,3,29,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 3. Valores representativos de deuda,,0,1,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 3. Valores representativos de deuda,INVERSION
298,Deterioro de valor de créditos a largo plazo,3,29,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,,0,1,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,INVERSION
3,Existencias,1,,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias,,0,0,1,B) Activo corriente / I. Existencias,OTROS_EXPLOTACION
30,Comerciales,2,3,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 1. Comerciales,,0,0,1,B) Activo corriente / I. Existencias / 1. Comerciales,OTROS_EXPLOTACION
300,Mercaderías A,3,30,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 1. Comerciales,,0,0,1,B) Activo corriente / I. Existencias / 1. Comerciales,OTROS_EXPLOTACION
301,Mercaderías B,3,30,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 1. Comerciales,,0,0,1,B) Activo corriente / I. Existencias / 1. Comerciales,OTROS_EXPLOTACION
31,Materias primas,2,3,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
310,Materias primas A,3,31,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
311,Materias primas B,3,31,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
32,Otros aprovisionamientos,2,3,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
320,Elementos y conjuntos incorporables,3,32,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
321,Combustibles,3,32,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
322,Repuestos,3,32,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
325,Materiales diversos,3,32,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
326,Embalajes,3,32,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
327,Envases,3,32,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
328,Material de oficina,3,32,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,0,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
33,Productos en curso,2,3,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 3. Productos en curso,,0,0,1,B) Activo corriente / I. Existencias / 3. Productos en curso,OTROS_EXPLOTACION
330,Productos en curso A,3,33,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 3. Productos en curso,,0,0,1,B) Activo corriente / I. Existencias / 3. Productos en curso,OTROS_EXPLOTACION
331,Productos en curso B,3,33,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 3. Productos en curso,,0,0,1,B) Activo corriente / I. Existencias / 3. Productos en curso,OTROS_EXPLOTACION
34,Productos semiterminados,2,3,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 3. Productos en curso,,0,0,1,B) Activo corriente / I. Existencias / 3. Productos en curso,OTROS_EXPLOTACION
340,Productos semiterminados A,3,34,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 3. Productos en curso,,0,0,1,B) Activo corriente / I. Existencias / 3. Productos en curso,OTROS_EXPLOTACION
341,Productos semiterminados B,3,34,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 3. Productos en curso,,0,0,1,B) Activo corriente / I. Existencias / 3. Productos en curso,OTROS_EXPLOTACION
35,Productos terminados,2,3,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 4. Productos terminados,,0,0,1,B) Activo corriente / I. Existencias / 4. Productos terminados,OTROS_EXPLOTACION
350,Productos terminados A,3,35,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 4. Productos terminados,,0,0,1,B) Activo corriente / I. Existencias / 4. Productos terminados,OTROS_EXPLOTACION
351,Productos terminados B,3,35,3,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 4. Productos terminados,,0,0,1,B) Activo corriente / I. Existencias / 4. Productos terminados,OTROS_EXPLOTACION
36,"Subproductos, residuos y materiales recuperados",2,3,3,DEUDORA,BALANCE_ACTIVO,"B) Activo corriente / II. Existencias / 5. Subproductos, residuos y materiales recuperados",,0,0,1,"B) Activo corriente / I. Existencias / 5. Subproductos, residuos y materiales recuperados",OTROS_EXPLOTACION
360,Subproductos A,3,36,3,DEUDORA,BALANCE_ACTIVO,"B) Activo corriente / II. Existencias / 5. Subproductos, residuos y materiales recuperados",,0,0,1,"B) Activo corriente / I. Existencias / 5. Subproductos, residuos y materiales recuperados",OTROS_EXPLOTACION
361,Subproductos B,3,36,3,DEUDORA,BALANCE_ACTIVO,"B) Activo corriente / II. Existencias / 5. Subproductos, residuos y materiales recuperados",,0,0,1,"B) Activo corriente / I. Existencias / 5. Subproductos, residuos y materiales recuperados",OTROS_EXPLOTACION
365,Residuos A,3,36,3,DEUDORA,BALANCE_ACTIVO,"B) Activo corriente / II. Existencias / 5. Subproductos, residuos y materiales recuperados",,0,0,1,"B) Activo corriente / I. Existencias / 5. Subproductos, residuos y materiales recuperados",OTROS_EXPLOTACION
366,Residuos B,3,36,3,DEUDORA,BALANCE_ACTIVO,"B) Activo corriente / II. Existencias / 5. Subproductos, residuos y materiales recuperados",,0,0,1,"B) Activo corriente / I. Existencias / 5. Subproductos, residuos y materiales recuperados",OTROS_EXPLOTACION
368,Materiales recuperados A,3,36,3,DEUDORA,BALANCE_ACTIVO,"B) Activo corriente / II. Existencias / 5. Subproductos, residuos y materiales recuperados",,0,0,1,"B) Activo corriente / I. Existencias / 5. Subproductos, residuos y materiales recuperados",OTROS_EXPLOTACION
369,Materiales recuperados B,3,36,3,DEUDORA,BALANCE_ACTIVO,"B) Activo corriente / II. Existencias / 5. Subproductos, residuos y materiales recuperados",,0,0,1,"B) Activo corriente / I. Existencias / 5. Subproductos, residuos y materiales recuperados",OTROS_EXPLOTACION
39,Deterioro de valor de las existencias,2,3,3,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias,,0,1,1,B) Activo corriente / I. Existencias,OTROS_EXPLOTACION
390,Deterioro de valor de las mercaderías,3,39,3,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 1. Comerciales,,0,1,1,B) Activo corriente / I. Existencias / 1. Comerciales,OTROS_EXPLOTACION
391,Deterioro de valor de las materias primas,3,39,3,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,1,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
392,Deterioro de valor de otros aprovisionamientos,3,39,3,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 2. Materias primas y otros aprovisionamientos,,0,1,1,B) Activo corriente / I. Existencias / 2. Materias primas y otros aprovisionamientos,OTROS_EXPLOTACION
393,Deterioro de valor de los productos en curso,3,39,3,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 3. Productos en curso,,0,1,1,B) Activo corriente / I. Existencias / 3. Productos en curso,OTROS_EXPLOTACION
394,Deterioro de valor de los productos semiterminados,3,39,3,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 3. Productos en curso,,0,1,1,B) Activo corriente / I. Existencias / 3. Productos en curso,OTROS_EXPLOTACION
395,Deterioro de valor de los productos terminados,3,39,3,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 4. Productos terminados,,0,1,1,B) Activo corriente / I. Existencias / 4. Productos terminados,OTROS_EXPLOTACION
396,"Deterioro de valor de los subproductos, residuos y materiales recuperados",3,39,3,ACREEDORA,BALANCE_ACTIVO,"B) Activo corriente / II. Existencias / 5. Subproductos, residuos y materiales recuperados",,0,1,1,"B) Activo corriente / I. Existencias / 5. Subproductos, residuos y materiales recuperados",OTROS_EXPLOTACION
4,Acreedores y deudores por operaciones comerciales,1,,4,DEUDORA,,,,0,0,1,,
40,Proveedores,2,4,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,PAGOS_PROVEEDORES
400,Proveedores,3,40,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,PAGOS_PROVEEDORES
4000,Proveedores (euros),4,400,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,PAGOS_PROVEEDORES
4004,Proveedores (moneda extranjera),4,400,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,PAGOS_PROVEEDORES
4009,"Proveedores, facturas pendientes de recibir o de formalizar",4,400,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,PAGOS_PROVEEDORES
401,"Proveedores, efectos comerciales a pagar",3,40,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,PAGOS_PROVEEDORES
403,"Proveedores, empresas del grupo",3,40,4,ACREEDORA,BALANCE_PASIVO,"C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",,0,0,1,"C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",PAGOS_PROVEEDORES
4030,"Proveedores, empresas del grupo (euros)",4,403,4,ACREEDORA,BALANCE_PASIVO,"C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",,0,0,1,"C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",PAGOS_PROVEEDORES
4031,"Efectos comerciales a pagar, empresas del grupo",4,403,4,ACREEDORA,BALANCE_PASIVO,"C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",,0,0,1,"C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",PAGOS_PROVEEDORES
4034,"Proveedores, empresas del grupo (moneda extranjera)",4,403,4,ACREEDORA,BALANCE_PASIVO,"C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",,0,0,1,"C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",PAGOS_PROVEEDORES
4036,"Envases y embalajes a devolver a proveedores, empresas del grupo",4,403,4,ACREEDORA,BALANCE_PASIVO,"C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",,0,0,1,"C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",PAGOS_PROVEEDORES
4039,"Proveedores, empresas del grupo, facturas pendientes de recibir o de formalizar",4,403,4,ACREEDORA,BALANCE_PASIVO,"C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",,0,0,1,"C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",PAGOS_PROVEEDORES
404,"Proveedores, empresas asociadas",3,40,4,ACREEDORA,BALANCE_PASIVO,"C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",,0,0,1,"C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 2. Proveedores, empresas del grupo y asociadas",PAGOS_PROVEEDORES
405,"Proveedores, otras partes vinculadas",3,40,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,PAGOS_PROVEEDORES
406,Envases y embalajes a devolver a proveedores,3,40,4,DEUDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,,0,1,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 1. Proveedores,PAGOS_PROVEEDORES
407,Anticipos a proveedores,3,40,4,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / II. Existencias / 6. Anticipos a proveedores,,0,0,1,B) Activo corriente / I. Existencias / 6. Anticipos a proveedores,PAGOS_PROVEEDORES
41,Acreedores varios,2,4,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,PAGOS_PROVEEDORES
410,Acreedores por prestaciones de servicios,3,41,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,PAGOS_PROVEEDORES
4100,Acreedores por prestaciones de servicios (euros),4,410,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,PAGOS_PROVEEDORES
4104,Acreedores por prestaciones de servicios (moneda extranjera),4,410,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,PAGOS_PROVEEDORES
4109,"Acreedores por prestaciones de servicios, facturas pendientes de recibir o de formalizar",4,410,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,PAGOS_PROVEEDORES
411,"Acreedores, efectos comerciales a pagar",3,41,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,PAGOS_PROVEEDORES
419,Acreedores por operaciones en común,3,41,4,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / V. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,,0,0,1,C) Pasivo corriente / IV. Acreedores comerciales y otras cuentas a pagar / 3. Acreedores varios,PAGOS_PROVEEDORES
43,Clientes,2,4,4,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 1. Clientes por ventas y prestaciones de servicios,,0,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 1. Clientes por ventas y prestaciones de servicios,COBROS_CLIENTES
430,Clientes,3,43,4,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 1. Clientes por ventas y prestaciones de servicios,,0,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 1. Clientes por ventas y prestaciones de servicios,COBROS_CLIENTES
4300,Clientes (euros),4,430,4,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 1. Clientes por ventas y prestaciones de servicios,,0,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 1. Clientes por ventas y prestaciones de servicios,COBROS_CLIENTES
